Gender,Male,Minority,Age,GPA,Verbal,Math,TotSAT,SSH.total,BStotal,CTA.tot,PTTtotal,PTT.factor1,PTT.factor2,PTT.factor3,Perf.CM,Perf.D,Perf.PE,Perf.PC,Perf.PS,Perf.O,harvey.negproj,harvey.achexp,harvey.parinf,harvey.org,stoeberORG,stoeberCMD,stoeberPEC,stoeberPS,Harvey4f
2,1,0,20,2.3,550,680,1230,22,23,36,40,25,10,5,26,9,14,9,18,17,31,22,23,17,17,31,23,20,1
1,0,1,20,3.7,560,680,1240,29,21,36,32,16,10,6,25,11,9,5,28,30,32,32,14,30,30,32,14,28,3
1,0,1,23,3.14,620,620,1240,28,11,20,43,26,11,6,20,11,17,8,27,24,29,29,25,24,24,29,25,25,3
2,1,1,21,3.11,630,610,1240,26,10,23,45,23,13,9,16,8,11,8,20,18,22,22,19,18,18,22,19,18,2
1,0,0,19,3.4, , ,1240,29,10,19,34,19,10,5,11,6,11,5,23,30,16,24,16,30,30,16,16,19,2
2,1,1,20,3.9,630,610,1240,26,11,21,35,21,10,4, ,9,12,7,24,24, ,27,19,24,24, ,19,23, 
1,0,1,19,3.208,570,680,1250,25,11, ,36,22,10,4,16,8,15,7,25,24,22,27,22,24,24,22,22,23,2
1,0,1,20,3.12,600,625,1250,26,11, ,44,24,13,7,19,9,14,7,20,24,26,22,21,24,24,26,21,19,2
2,1,1,20,3.79,550,690,1250,19,18,35,43,29,10,4,18,7,11,4,29,25,24,30,15,25,25,24,15,26,2
1,0,1,18,3.133,620,630,1250,12,10,31,53,31,13,9,20,8,19,14,20,18,25,23,33,18,18,25,33,20,1
1,0,1,20,3.2,600,650,1250,25,10,34,41,25,11,5,19,9,13,10,18,30,26,20,23,30,30,26,23,16,2
2,1,1,22,3.75,600,650,1250,25,14,25,29,16,9,4,21,9,14,8,33,30,26,37,22,30,30,26,22,32,3
1,0,1,21,3,800,460,1260,26,10,29,52,30,14,8,33,15,18,15,26,29,43,31,33,29,29,43,33,28,4
2,1,1,28,2.8,630,630,1260,17,10,22,46,24,6,16,16,9,17,8,25,17,21,29,25,17,17,21,25,27,2
2,1,1,21,2.7,600,670,1270,13,10,34,46,24,15,7,29,11,19,10,28,15,35,33,29,15,15,35,29,30,1
1,0,1,18,3.219,530,640,1270,12,20,41,69,36,20,13,34,13,24,17,31,22,42,36,41,22,22,42,41,33,4
1,0,1,20,3.6,700,580,1280,30,12,22,58,37,14,7,27,10,14,7,28,22,34,31,21,22,22,34,21,27,3
1,0,1,19,3.75,640,640,1280,20,28,44,46,31,11,4,37,14,21,17,34,25,46,39,38,25,25,46,38,34,4
1,0,1,21,3.96,680,600,1280,24,14,19,43,32,6,5,23,6,18,4,30,26,26,33,22,26,26,26,22,28,3
2,1,1,20,3.5,650,630,1280,19,29,54,64,35,21,8,39,15,24,17,34,25,49,39,41,25,25,49,41,34,4
1,0,1,20,3.2,660,620,1280,20,10,26,34,19,11,4,14,10,18,9,24,17,22,26,27,17,17,22,27,22,2
1,0,1,21,3.5,790,500,1290,25,10,25,48,27,13,8,27,12,16,8,27,18,35,31,24,18,18,35,24,27,1
2,1,1,22,2.7,100,300,1300,16,11,39,58,30,17,11,14,11,14,10,21,21,22,24,24,21,21,22,24,21,2
2,1,1,21,3.8,700,600,1300,29,13,24,43,26,12,5,30,14,18,9,27,24,40,31,27,24,24,40,27,27,4
1,0,1,19,3.7,650,650,1300,23,16,45,51,32,14,5,21,12,19,16,30,23,30,33,35,23,23,30,35,29,1
1,0,1,19,3.8,650,660,1310,18,10,18,52,35,13,4,17,7,12,5,17,16,22,19,17,16,16,22,17,15,2
1,0,1,21,3.8,680,630,1310,27,12,20,43,25,13,5,18,8,16,7,27,14,24,29,23,14,14,24,23,25,2
2,1,1,20,3,600,710,1310,9,23,24,36,20,12,4,21,10,17,5,27,20,26,32,22,20,20,26,22,28,3
2,1,1,18,4,600,710,1310,29,15,31,49,36,8,5,23,16,9,6,33,23,35,37,15,23,23,35,15,33,3
2,1,1,21,3.8,630,700,1330,27,10,18,30,16,10,4,23,8,18,10,31,24,28,34,28,24,24,28,28,29,3
2,1,1,21,2.831,620,710,1330,26,15,22,46,28,14,4,31,9,18,4,32,28,35,37,22,28,28,35,22,33,3
2,1,1,22,3.9,640,700,1340,28,14,30,48,25,7,16,25,12,14,5,31,27,34,34,19,27,27,34,19,30,3
1,0,1,20,3.863,660,680,1340,25,10,17,33,18,10,5,22,9,17,7,29,20,27,33,24,20,20,27,24,29,3
1,0,1,20,3.93,670,680,1350,25,11,27,54,32,16,6,16,7,14,5,28,29,22,29,19,29,29,22,19,24,2
1,0,1,20,3.986,700,650,1350,29,11,23,45,25,11,9,27,11,22,10,34,29,35,37,32,29,29,35,32,32,4
2,1,1,20,3.577,640,720,1350,13,10,33,29,14,7,8,24,13,23,16,28,10,33,32,39,10,10,33,39,27,1
1,0,1,20,3.97,670,690,1360,26,10,18,43,26,5,12,9,4,10,4,28,27,12,29,14,27,27,12,14,24,2
1,0,0,20,2.8,650,720,1370,25,10, ,59,35,5,19,14,6,18,5,25,30,15,30,23,30,30,15,23,26,2
1,0,1,20,3.868,720,650,1370,20,11,37,57,32,16,9,30,15,21,14,30,28,41,34,35,28,28,41,35,30,4
2,1,1,22,3.3,680,700,1380,20,12,23,38,22,12,4,25,12,23,9,24,20,35,26,32,20,20,35,32,21,1
1,0,0,19,3.3,710,690,1400,26,10,18,39,25,9,5,34,13,21,10,33,24,42,38,31,24,24,42,31,34,4
1,0,1,19,4,790,610,1400,28,11,17,35,22,9,4,23,10,13,6,30,29,30,33,19,29,29,30,19,29,3
1,0,1,19,3.8,730,670,1400,26,14,21,34,24,6,4,34,10,18,9,28,19,39,33,27,19,19,39,27,28,4
1,0,1,20,3.98,690,720,1410,28,15,18,50,26,16,8,22,7,14,7,24,30,27,26,21,30,30,27,21,22,3
2,1,1,20,2.9,800,650,1450,31,21,35,57,30,10,17,13,13,14,9,29,22,23,32,23,22,22,23,23,27,2
2,1,1,20,3.914,760,720,1480,23,10,22,47,30,11,6,20,12,16,12,32,27,29,35,28,27,27,29,28,31,3
1,0,1,18,4,800,720,1520,25,16,32,32,19,9,4,25,12,19,10,30,28,33,34,29,28,28,33,29,30,3
1,0,1,20,2.9, , , ,20,11,45,39,19,13,7,23,9,13,10,20,20,29,23,23,20,20,29,23,19,1
1,0,1,20,2.5, , , ,19,11,26,51,32,13,6,14,10,6,4,13,29,23,14,10,29,29,23,10,10,2
1,0,1,42,2.68, , , ,25, ,46,47,25,12,10,28,14, ,12,25,21,38,29, ,21,21,38, ,25, 
